learner_id,program_code,variation_code,message_in,message_out,created_at,user_response
110018,YARA,THUMB,*,"You have learned how to use Yara fertilizer. Choose 2 see how Sala uses Yara fertilizer:
1. Tell me if you liked the lesson
2. Next lesson
3. Quiz
4. Menu",11/2/2017 14:56,*
110018,YARA,THUMB,*,"You have learned how to use Yara fertilizer. Choose 2 see how Sala uses Yara fertilizer:
1. Tell me if you liked the lesson
2. Next lesson
3. Quiz
4. Menu",11/2/2017 14:57,2
110018,YARA,THUMB,2,,11/2/2017 15:06,2
110018,YARA,THUMB,2,,11/2/2017 15:07,HI? ITS GOOD CAN HELP IMPROV  INCOME
110018,YARA,THUMB,HI? ITS GOOD CAN HELP IMPROV  INCOME,"Please reply with a number.
You have learned how to use Yara fertilizer. Choose 2 see how Sala uses Yara fertilizer:
1. Tell me if you liked the lesson
2. Next lesson
3. Quiz
4. Menu",11/2/2017 15:16,3
110018,YARA,THUMB,A,"You have learned how to use Yara fertilizer. Choose 2 see how Sala uses Yara fertilizer:
1. Tell me if you liked the lesson
2. Next lesson
3. Quiz
4. Menu",11/2/2017 15:33,4
110018,YARA,THUMB,4,"(1/16) A healthy crop makes a wealthy farmer. Continue to learn how to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/4/2017 7:49,*
110018,YARA,THUMB,A,"(2/16) What causes tomatoes to grow big and red?
1. Using fertilizer that had special nutrients.
2. Fertile soil.",11/4/2017 7:51,*
110018,YARA,THUMB,1,"Very good. Yara fertilizer has special nutrients that makes tomatoes grow healthy, big and red.
Reply A to continue",11/4/2017 7:52,*
110018,YARA,THUMB,A,(3/16) Apply 50kgs of Yara Mila Unik 17 4 days after transplanting so the roots get used to the new soil to absorb the fertilizer well.  Reply A to continue,11/4/2017 7:53,*
110018,YARA,THUMB,A,"(4/16) Yara Mila Unik 17 has phosphorus, nitrogen and potassium which  help early crop establishment and vigorous growth. Reply A to continue",11/4/2017 7:54,A
110018,YARA,THUMB,A,(5/16)  Apply 30g of fertilizer to each seedling. Use a soda bottle top 3 times since 1 bottle top measures 10g.  Reply A to continue,11/4/2017 7:55,*
110018,YARA,THUMB,A,"(6/16) Why is it important to apply Yara fertilizer 4 days after transplanting tomato seedlings?
1. To wait for rain
2. The roots absorb nutrients better.",11/4/2017 7:56,*
110018,YARA,THUMB,A,"Great! Tomato roots take 4 days to harden and are able to absorb nutrients better.
Reply A to continue",11/4/2017 7:58,
110018,YARA,THUMB,,"(7/16) When big leaves sprout, apply 100kgs of Yara Liva Nitrabor top dress. Reply * menu Reply A to continue",11/4/2017 7:58,*
110018,YARA,THUMB,2,"(8/16) Yara Liva Nitrabor has boron to harden the tomato skin, and calcium to make the crop resistant to disease like Blossom End Rot. Reply A to continue",11/4/2017 7:59,*
110018,YARA,THUMB,A,"(9/16) How many kgs of Yara Mila Unik should you apply for 2 acres and how much per seedling?
1. 50 kgs & 10g per seedling
2. 100kgs & 30g per seedling",11/4/2017 8:00,*
110018,YARA,THUMB,2,"Great! Apply 50kgs per acre. So for 2 acres it is 100kgs of Yara Unik and 30g per seedling. Using less fertilizer reduces harvest.
Reply A to continue",11/4/2017 8:02,A
110018,YARA,THUMB,A,"(10/16) When the tomatoes start flowering, apply 75kgs of Yara Mila Winner with potassium for a red colour, even ripening and sweeter taste. Reply A to continue",11/4/2017 8:02,*
110018,YARA,THUMB,A,(11/16) Your tomatoes won't spoil quickly Since the tomatoes will be better quality and didn't spoil quickly you can wait and sell them when the prices rise.  Reply A to continue,11/4/2017 8:04,*
110018,YARA,THUMB,A,"(12/16) Even if your tomatoes grow big, there is market for them where you can make a big profit. Reply A to continue",11/4/2017 8:05,*
110018,YARA,THUMB,A,"(13/16) Using Yara fertilizer at the right stages of crop growth costs a bit more money, but the harvest and profit were worth it. Reply A to continue",11/4/2017 8:06,*
110018,YARA,THUMB,A,"(14/16) Which stage should you apply fertilizer to your tomatoes?
1. 4 days after transplanting
2. When leaves sprout
3. When tomatoes flower
4. All the above",11/4/2017 8:08,*
110018,YARA,THUMB,4,"Good job! Apply Yara fertilizer 4 days after transplanting, when leaves sprout and when the crop starts flowering.
Reply A to continue",11/4/2017 8:09,*
110018,YARA,THUMB,2,"(15/16) Grow healthy, red and sweet tomatoes. Start using Yara fertilizer today and increase your production!  Reply A to continue",11/4/2017 8:10,*
110018,YARA,THUMB,A,"(23/23) Are you interested in using Yara fertilizer to improve your crop?
1. Yes
2. No",11/4/2017 8:12,*
110018,YARA,THUMB,1,"That is great! Contact an agronomist near you. Dial 0208022951.
Reply A to continue",11/4/2017 8:13,*
110018,YARA,THUMB,A,"You have learned how to use Yara fertilizer. Choose 2 see how Sala uses Yara fertilizer:
1. Tell me if you liked the lesson
2. Next lesson
3. Quiz
4. Menu",11/4/2017 8:16,*
110018,YARA,THUMB,*,"You have learned how to use Yara fertilizer. Choose 2 see how Sala uses Yara fertilizer:
1. Tell me if you liked the lesson
2. Next lesson
3. Quiz
4. Menu",11/4/2017 8:16,LESSON N POA
110018,YARA,THUMB,LESSON N POA,"Please reply with a number.
You have learned how to use Yara fertilizer. Choose 2 see how Sala uses Yara fertilizer:
1. Tell me if you liked the lesson
2. Next lesson
3. Quiz
4. Menu",11/4/2017 8:18,2
110018,YARA,THUMB,2,,11/4/2017 8:19,3
110018,YARA,THUMB,A,"You have learned how to use Yara fertilizer. Choose 2 see how Sala uses Yara fertilizer:
1. Tell me if you liked the lesson
2. Next lesson
3. Quiz
4. Menu",11/4/2017 8:30,the lesson helpimprove income
110018,YARA,THUMB,the lesson helpimprove income,"Please reply with a number.
You have learned how to use Yara fertilizer. Choose 2 see how Sala uses Yara fertilizer:
1. Tell me if you liked the lesson
2. Next lesson
3. Quiz
4. Menu",11/4/2017 8:33,THE LESSON R GOOD TO MEAS A FERMERMER
110018,YARA,THUMB,THE LESSON R GOOD TO MEAS A FERMERMER,"Please reply with a number.
You have learned how to use Yara fertilizer. Choose 2 see how Sala uses Yara fertilizer:
1. Tell me if you liked the lesson
2. Next lesson
3. Quiz
4. Menu",11/4/2017 8:37,3
508048,YARA,THUMB,YARA,"(1/16) A healthy crop makes a wealthy farmer. Continue to learn how to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 14:02,A
508048,YARA,THUMB,A,"(2/16) What causes tomatoes to grow big and red?
1. Using fertilizer that had special nutrients.
2. Fertile soil.",11/2/2017 14:02,1
508048,YARA,THUMB,1,"Very good. Yara fertilizer has special nutrients that makes tomatoes grow healthy, big and red.
Reply A to continue",11/2/2017 14:03,A
508048,YARA,THUMB,A,(3/16) Apply 50kgs of Yara Mila Unik 17 4 days after transplanting so the roots get used to the new soil to absorb the fertilizer well.  Reply A to continue,11/2/2017 14:04,A
508048,YARA,THUMB,A,"(4/16) Yara Mila Unik 17 has phosphorus, nitrogen and potassium which  help early crop establishment and vigorous growth. Reply A to continue",11/2/2017 14:05,A
508048,YARA,THUMB,A,(5/16)  Apply 30g of fertilizer to each seedling. Use a soda bottle top 3 times since 1 bottle top measures 10g.  Reply A to continue,11/2/2017 14:05,A
508048,YARA,THUMB,A,"(6/16) Why is it important to apply Yara fertilizer 4 days after transplanting tomato seedlings?
1. To wait for rain
2. The roots absorb nutrients better.",11/2/2017 14:06,2
508048,YARA,THUMB,2,"Great! Tomato roots take 4 days to harden and are able to absorb nutrients better.
Reply A to continue",11/2/2017 14:07,A
508048,YARA,THUMB,A,"(7/16) When big leaves sprout, apply 100kgs of Yara Liva Nitrabor top dress. Reply * menu Reply A to continue",11/2/2017 14:07,A
508048,YARA,THUMB,A,"(8/16) Yara Liva Nitrabor has boron to harden the tomato skin, and calcium to make the crop resistant to disease like Blossom End Rot. Reply A to continue",11/2/2017 14:08,A
508048,YARA,THUMB,A,"(9/16) How many kgs of Yara Mila Unik should you apply for 2 acres and how much per seedling?
1. 50 kgs & 10g per seedling
2. 100kgs & 30g per seedling",11/2/2017 14:09,2
508048,YARA,THUMB,2,"Great! Apply 50kgs per acre. So for 2 acres it is 100kgs of Yara Unik and 30g per seedling. Using less fertilizer reduces harvest.
Reply A to continue",11/2/2017 14:12,A
508048,YARA,THUMB,A,"(10/16) When the tomatoes start flowering, apply 75kgs of Yara Mila Winner with potassium for a red colour, even ripening and sweeter taste. Reply A to continue",11/2/2017 14:13,A
508048,YARA,THUMB,A,(11/16) Your tomatoes won't spoil quickly Since the tomatoes will be better quality and didn't spoil quickly you can wait and sell them when the prices rise.  Reply A to continue,11/2/2017 14:13,A
508048,YARA,THUMB,A,"(12/16) Even if your tomatoes grow big, there is market for them where you can make a big profit. Reply A to continue",11/2/2017 14:14,A
508048,YARA,THUMB,A,"(13/16) Using Yara fertilizer at the right stages of crop growth costs a bit more money, but the harvest and profit were worth it. Reply A to continue",11/2/2017 14:14,A
508048,YARA,THUMB,A,"(14/16) Which stage should you apply fertilizer to your tomatoes?
1. 4 days after transplanting
2. When leaves sprout
3. When tomatoes flower
4. All the above",11/2/2017 14:15,4
508048,YARA,THUMB,4,"Good job! Apply Yara fertilizer 4 days after transplanting, when leaves sprout and when the crop starts flowering.
Reply A to continue",11/2/2017 14:19,A
508048,YARA,THUMB,A,"(15/16) Grow healthy, red and sweet tomatoes. Start using Yara fertilizer today and increase your production!  Reply A to continue",11/2/2017 14:56,A
508048,YARA,THUMB,A,"(23/23) Are you interested in using Yara fertilizer to improve your crop?
1. Yes
2. No",11/2/2017 14:56,1
508048,YARA,THUMB,1,"That is great! Contact an agronomist near you. Dial 0208022951.
Reply A to continue",11/2/2017 14:57,A
508048,YARA,THUMB,A,"You have learned how to use Yara fertilizer. Choose 2 see how Sala uses Yara fertilizer:
1. Tell me if you liked the lesson
2. Next lesson
3. Quiz
4. Menu",11/2/2017 14:58,2
508048,YARA,THUMB,2,,11/2/2017 15:00,1
517415,YARA,THUMB,YARA,"(1/16) A healthy crop makes a wealthy farmer. Continue to learn how to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 14:04,A
517415,YARA,THUMB,A,"(2/16) What causes tomatoes to grow big and red?
1. Using fertilizer that had special nutrients.
2. Fertile soil.",11/2/2017 14:06,1
517415,YARA,THUMB,1,"Very good. Yara fertilizer has special nutrients that makes tomatoes grow healthy, big and red.
Reply A to continue",11/2/2017 14:09,A
517415,YARA,THUMB,A,(3/16) Apply 50kgs of Yara Mila Unik 17 4 days after transplanting so the roots get used to the new soil to absorb the fertilizer well.  Reply A to continue,11/2/2017 15:01,A
517415,YARA,THUMB,A,"(4/16) Yara Mila Unik 17 has phosphorus, nitrogen and potassium which  help early crop establishment and vigorous growth. Reply A to continue",11/2/2017 15:04,A
517415,YARA,THUMB,A,(5/16)  Apply 30g of fertilizer to each seedling. Use a soda bottle top 3 times since 1 bottle top measures 10g.  Reply A to continue,11/2/2017 15:04,A
517415,YARA,THUMB,A,"(6/16) Why is it important to apply Yara fertilizer 4 days after transplanting tomato seedlings?
1. To wait for rain
2. The roots absorb nutrients better.",11/2/2017 15:05,2
517415,YARA,THUMB,2,"Great! Tomato roots take 4 days to harden and are able to absorb nutrients better.
Reply A to continue",11/2/2017 15:06,A
517415,YARA,THUMB,A,"(7/16) When big leaves sprout, apply 100kgs of Yara Liva Nitrabor top dress. Reply * menu Reply A to continue",11/2/2017 15:06,A
517415,YARA,THUMB,A,"(8/16) Yara Liva Nitrabor has boron to harden the tomato skin, and calcium to make the crop resistant to disease like Blossom End Rot. Reply A to continue",11/2/2017 15:07,A
517415,YARA,THUMB,A,"(9/16) How many kgs of Yara Mila Unik should you apply for 2 acres and how much per seedling?
1. 50 kgs & 10g per seedling
2. 100kgs & 30g per seedling",11/2/2017 15:08,2
517415,YARA,THUMB,2,"Great! Apply 50kgs per acre. So for 2 acres it is 100kgs of Yara Unik and 30g per seedling. Using less fertilizer reduces harvest.
Reply A to continue",11/2/2017 15:09,A
517415,YARA,THUMB,A,"(10/16) When the tomatoes start flowering, apply 75kgs of Yara Mila Winner with potassium for a red colour, even ripening and sweeter taste. Reply A to continue",11/2/2017 15:10,A
517415,YARA,THUMB,A,(11/16) Your tomatoes won't spoil quickly Since the tomatoes will be better quality and didn't spoil quickly you can wait and sell them when the prices rise.  Reply A to continue,11/2/2017 15:11,A
517415,YARA,THUMB,A,"(12/16) Even if your tomatoes grow big, there is market for them where you can make a big profit. Reply A to continue",11/2/2017 15:11,A
517415,YARA,THUMB,A,"(13/16) Using Yara fertilizer at the right stages of crop growth costs a bit more money, but the harvest and profit were worth it. Reply A to continue",11/2/2017 15:12,A
517415,YARA,THUMB,A,"(14/16) Which stage should you apply fertilizer to your tomatoes?
1. 4 days after transplanting
2. When leaves sprout
3. When tomatoes flower
4. All the above",11/2/2017 15:13,TKCB
556447,YARA,NARRATIVE,YARA,"(1/23) A healthy crop makes a wealthy farmer. Follow Sala and Eli to learn to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 16:06,A
556447,YARA,NARRATIVE,A,(2/23) Eli and Sala have 1 acre farms in Nyandarua. Last season Eli harvested small tomatoes. Sala's tomatoes were big and very red. Reply A to continue,11/2/2017 16:07,a
556447,YARA,NARRATIVE,a,"(3/23) What caused Sala's tomatoes to grow big and red?
1. He used fertilizer that had special nutrients.
2. The soil on his farm was fertile.",11/2/2017 16:20,1
556447,YARA,NARRATIVE,1,"Very good. Sala used Yara fertilizer that has special nutrients that made his tomatoes grow healthy, big and red.
Reply A to continue",11/2/2017 16:21,NA
45608,YARA,NARRATIVE,YARA,"(1/23) A healthy crop makes a wealthy farmer. Follow Sala and Eli to learn to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 20:09,A
45608,YARA,NARRATIVE,A,(2/23) Eli and Sala have 1 acre farms in Nyandarua. Last season Eli harvested small tomatoes. Sala's tomatoes were big and very red. Reply A to continue,11/2/2017 20:11,A
45608,YARA,NARRATIVE,A,"(3/23) What caused Sala's tomatoes to grow big and red?
1. He used fertilizer that had special nutrients.
2. The soil on his farm was fertile.",11/2/2017 20:12,RATE
561760,YARA,NARRATIVE,YARA,"(1/23) A healthy crop makes a wealthy farmer. Follow Sala and Eli to learn to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 14:20,A
561760,YARA,NARRATIVE,A,(2/23) Eli and Sala have 1 acre farms in Nyandarua. Last season Eli harvested small tomatoes. Sala's tomatoes were big and very red. Reply A to continue,11/2/2017 14:21,A
561760,YARA,NARRATIVE,A,"(3/23) What caused Sala's tomatoes to grow big and red?
1. He used fertilizer that had special nutrients.
2. The soil on his farm was fertile.",11/2/2017 14:23,1
561760,YARA,NARRATIVE,1,"Very good. Sala used Yara fertilizer that has special nutrients that made his tomatoes grow healthy, big and red.
Reply A to continue",11/2/2017 14:24,A
561760,YARA,NARRATIVE,A,(4/23) Both farmers bought fertilizer at the same trusted agrovet. Sala bought Yara fertilizer and Eli bought commercial fertilizer. Reply A to continue,11/2/2017 14:25,A
561760,YARA,NARRATIVE,A,"(5/23) During transplanting, Eli used 50kgs of fertilizer on his farm while Sala used 50kgs of Yara Mila Unik 17 4 days after transplanting. Reply A to continue",11/2/2017 14:26,A
561760,YARA,NARRATIVE,A,"(6/23) After transplanting, roots take 4 days to harden or get used to the new soil. Before hardening, they won't absorb fertilizer well. Reply A to continue",11/2/2017 19:29,A
561760,YARA,NARRATIVE,A,(7/23) Sala applied 30g of fertilizer to each seedling. He used a soda bottle top 3 times since 1 bottle top measures 10g. Reply A to continue,11/2/2017 19:30,A
561760,YARA,NARRATIVE,A,"(8/23) Why is it important to apply Yara fertilizer 4 days after transplanting tomato seedlings?
1. To wait for rain
2. The roots absorb nutrients better.",11/2/2017 19:30,2
561760,YARA,NARRATIVE,2,"Great! Tomato roots take 4 days to harden and are able to absorb nutrients better.
Reply A to continue",11/2/2017 19:31,A
561760,YARA,NARRATIVE,A,"(9/23) Yara Mila Unik 17 has phosphorus, nitrogen and potassium which  help early crop establishment and vigorous growth. Reply A to continue",11/2/2017 19:32,A
561760,YARA,NARRATIVE,A,"(10/23) When big leaves sprouted, Eli used 50kgs of commercial top dress while Sala used 100kgs of Yara Liva Nitrabor top dress. Reply * menu Reply A to continue",11/2/2017 19:33,A
561760,YARA,NARRATIVE,A,"(11/23) Yara Liva Nitrabor has boron to harden the tomato skin, and calcium to make the crop resistant to disease like Blossom End Rot. Reply A to continue",11/2/2017 19:34,A
561760,YARA,NARRATIVE,A,"(12/23) How many kgs of Yara Mila Unik should you apply for 2 acres and how much per seedling?
1. 50 kgs & 10g per seedling
2. 100kgs & 30g per seedling",11/2/2017 19:35,1
561760,YARA,NARRATIVE,1,"Not quite. Apply 50kgs per acre. So for 2 acres it is 100kgs of Yara Unik and 30g per seedling. Using less fertilizer reduces harvest.
Reply A to continue",11/2/2017 19:39,A
561760,YARA,NARRATIVE,A,"(13/23) When the tomatoes started flowering, Eli didn't apply a second top dress. Sala applied 75kgs of Yara Mila Winner. Reply * for menu Reply A to continue",11/2/2017 19:40,A
561760,YARA,NARRATIVE,A,"(14/23) Yara Mila Winner has potassium which gives tomatoes a solid red colour, even ripening and sweeter taste. Reply A to continue",11/2/2017 19:41,A
561760,YARA,NARRATIVE,A,(15/23) When Eli and Sala harvested the market price for tomatoes was low. Eli had to sell immediately because his tomatoes would go bad. Reply A to continue,11/2/2017 19:42,A
561760,YARA,NARRATIVE,A,(16/23) Sala waited since his tomatoes were better quality and didn't spoil quickly. He sold his tomatoes a week later when the prices rose. Reply A to continue,11/2/2017 19:42,A
561760,YARA,NARRATIVE,A,(17/23) Eli thought no-one would buy Sala's tomatoes because they were so big but Sala found good market for them and made a big profit. Reply A to continue,11/2/2017 19:43,A
561760,YARA,NARRATIVE,A,"(18/23) Eli asked Sala how he grew healthy red, sweet tomatoes that didn't spoil quickly. Sala told him his secret was Yara fertilizer. Reply A to continue",11/2/2017 19:44,A
561760,YARA,NARRATIVE,A,"(19/23) Sala used Yara fertilizer at the right stages of crop growth. He spent a bit more money, but the harvest and profit were worth it.  Reply A to continue",11/2/2017 19:45,A
561760,YARA,NARRATIVE,A,"(20/23) Sala used to harvest 8 crates of tomatoes every season. Last season, he used Yara fertilizer and harvested 18 crates. Reply A to continue",11/2/2017 19:46,A
561760,YARA,NARRATIVE,A,"(21/23) Which stage should you apply fertilizer to your tomatoes?
1. 4 days after transplanting
2. When leaves sprout
3. When tomatoes flower
4. All the above",11/2/2017 19:47,1
561760,YARA,NARRATIVE,1,"Yes. Apply Yara Mila Unik 17 4 days after transplanting when the roots  have hardened.
Reply A to continue",11/2/2017 19:48,A
561760,YARA,NARRATIVE,A,"(22/23) Be like Sala and grow healthy, red and sweet tomatoes. Start using Yara fertilizer today and increase your production! Reply A to continue",11/2/2017 19:49,A
561760,YARA,NARRATIVE,A,"(23/23) Are you interested in using Yara fertilizer to improve your crop?
1. Yes
2. No",11/2/2017 19:50,1
561760,YARA,NARRATIVE,1,"That is great! Contact an agronomist near you. Dial 0208022951.
Reply A to continue",11/2/2017 19:51,a
561760,YARA,NARRATIVE,a,"You have learned how to use Yara fertilizer. Choose 2 see how Sala uses Yara fertilizer:
1. Tell me if you liked the lesson
2. Next lesson
3. Quiz
4. Menu",11/2/2017 19:52,1
61500,YARA,NARRATIVE,YARA,"(1/23) A healthy crop makes a wealthy farmer. Follow Sala and Eli to learn to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 15:23,A
61500,YARA,NARRATIVE,A,(2/23) Eli and Sala have 1 acre farms in Nyandarua. Last season Eli harvested small tomatoes. Sala's tomatoes were big and very red. Reply A to continue,11/2/2017 15:24,
61500,YARA,NARRATIVE,,"(3/23) What caused Sala's tomatoes to grow big and red?
1. He used fertilizer that had special nutrients.
2. The soil on his farm was fertile.",11/2/2017 15:26,A
61500,YARA,NARRATIVE,A,"Actually, Sala's soil was not very fertile. He used Yara fertilizer with special nutrients to make his tomatoes grow healthy, big and red.
Reply A to continue",11/2/2017 15:26,A
61500,YARA,NARRATIVE,A,(4/23) Both farmers bought fertilizer at the same trusted agrovet. Sala bought Yara fertilizer and Eli bought commercial fertilizer. Reply A to continue,11/2/2017 15:28,A
61500,YARA,NARRATIVE,A,"(5/23) During transplanting, Eli used 50kgs of fertilizer on his farm while Sala used 50kgs of Yara Mila Unik 17 4 days after transplanting. Reply A to continue",11/2/2017 15:29,A
61500,YARA,NARRATIVE,A,"(6/23) After transplanting, roots take 4 days to harden or get used to the new soil. Before hardening, they won't absorb fertilizer well. Reply A to continue",11/2/2017 15:31,A
61500,YARA,NARRATIVE,A,(7/23) Sala applied 30g of fertilizer to each seedling. He used a soda bottle top 3 times since 1 bottle top measures 10g. Reply A to continue,11/2/2017 15:32,A
61500,YARA,NARRATIVE,A,"(8/23) Why is it important to apply Yara fertilizer 4 days after transplanting tomato seedlings?
1. To wait for rain
2. The roots absorb nutrients better.",11/2/2017 15:33,A
61500,YARA,NARRATIVE,A,"Great! Tomato roots take 4 days to harden and are able to absorb nutrients better.
Reply A to continue",11/2/2017 15:34,A
61500,YARA,NARRATIVE,A,"(9/23) Yara Mila Unik 17 has phosphorus, nitrogen and potassium which  help early crop establishment and vigorous growth. Reply A to continue",11/2/2017 15:35,A
61500,YARA,NARRATIVE,A,"(10/23) When big leaves sprouted, Eli used 50kgs of commercial top dress while Sala used 100kgs of Yara Liva Nitrabor top dress. Reply * menu Reply A to continue",11/2/2017 15:36,A
61500,YARA,NARRATIVE,A,"(11/23) Yara Liva Nitrabor has boron to harden the tomato skin, and calcium to make the crop resistant to disease like Blossom End Rot. Reply A to continue",11/2/2017 15:40,A
61500,YARA,NARRATIVE,A,"(12/23) How many kgs of Yara Mila Unik should you apply for 2 acres and how much per seedling?
1. 50 kgs & 10g per seedling
2. 100kgs & 30g per seedling",11/2/2017 15:41,1
61500,YARA,NARRATIVE,1,"Not quite. Apply 50kgs per acre. So for 2 acres it is 100kgs of Yara Unik and 30g per seedling. Using less fertilizer reduces harvest.
Reply A to continue",11/2/2017 15:42,2
61500,YARA,NARRATIVE,2,"(13/23) When the tomatoes started flowering, Eli didn't apply a second top dress. Sala applied 75kgs of Yara Mila Winner. Reply * for menu Reply A to continue",11/2/2017 15:43,A
61500,YARA,NARRATIVE,A,"(14/23) Yara Mila Winner has potassium which gives tomatoes a solid red colour, even ripening and sweeter taste. Reply A to continue",11/2/2017 15:45,A
61500,YARA,NARRATIVE,A,(15/23) When Eli and Sala harvested the market price for tomatoes was low. Eli had to sell immediately because his tomatoes would go bad. Reply A to continue,11/2/2017 15:46,A
61500,YARA,NARRATIVE,A,(16/23) Sala waited since his tomatoes were better quality and didn't spoil quickly. He sold his tomatoes a week later when the prices rose. Reply A to continue,11/2/2017 15:48,A
61500,YARA,NARRATIVE,A,(17/23) Eli thought no-one would buy Sala's tomatoes because they were so big but Sala found good market for them and made a big profit. Reply A to continue,11/2/2017 15:49,A
61500,YARA,NARRATIVE,A,"(18/23) Eli asked Sala how he grew healthy red, sweet tomatoes that didn't spoil quickly. Sala told him his secret was Yara fertilizer. Reply A to continue",11/2/2017 15:50,A
61500,YARA,NARRATIVE,A,"(19/23) Sala used Yara fertilizer at the right stages of crop growth. He spent a bit more money, but the harvest and profit were worth it.  Reply A to continue",11/2/2017 15:51,A
61500,YARA,NARRATIVE,A,"(20/23) Sala used to harvest 8 crates of tomatoes every season. Last season, he used Yara fertilizer and harvested 18 crates. Reply A to continue",11/2/2017 15:52,A
61500,YARA,NARRATIVE,A,"(21/23) Which stage should you apply fertilizer to your tomatoes?
1. 4 days after transplanting
2. When leaves sprout
3. When tomatoes flower
4. All the above",11/2/2017 15:54,4
61500,YARA,NARRATIVE,4,"Good job! Apply Yara fertilizer 4 days after transplanting, when leaves sprout and when the crop starts flowering.
Reply A to continue",11/2/2017 15:56,NA
90292,YARA,NARRATIVE,YARA,"(1/23) A healthy crop makes a wealthy farmer. Follow Sala and Eli to learn to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 14:36,NA
572424,YARA,THUMB,YARA,"(1/16) A healthy crop makes a wealthy farmer. Continue to learn how to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 16:04,A
572424,YARA,THUMB,A,"(2/16) What causes tomatoes to grow big and red?
1. Using fertilizer that had special nutrients.
2. Fertile soil.",11/2/2017 16:05,2
572424,YARA,THUMB,2,"Actually, even with fertile soil, you need Yara fertilizer with special nutrients to make tomatoes grow healthy, big and red.
Reply A to continue",11/2/2017 16:08,A
572424,YARA,THUMB,A,(3/16) Apply 50kgs of Yara Mila Unik 17 4 days after transplanting so the roots get used to the new soil to absorb the fertilizer well.  Reply A to continue,11/2/2017 16:11,A
572424,YARA,THUMB,A,"(4/16) Yara Mila Unik 17 has phosphorus, nitrogen and potassium which  help early crop establishment and vigorous growth. Reply A to continue",11/2/2017 16:18,NA
531948,YARA,THUMB,YARA,"(1/16) A healthy crop makes a wealthy farmer. Continue to learn how to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 16:02,A
531948,YARA,THUMB,A,"(2/16) What causes tomatoes to grow big and red?
1. Using fertilizer that had special nutrients.
2. Fertile soil.",11/2/2017 16:03,1
531948,YARA,THUMB,1,"Very good. Yara fertilizer has special nutrients that makes tomatoes grow healthy, big and red.
Reply A to continue",11/2/2017 16:21,A
531948,YARA,THUMB,A,(3/16) Apply 50kgs of Yara Mila Unik 17 4 days after transplanting so the roots get used to the new soil to absorb the fertilizer well.  Reply A to continue,11/2/2017 16:22,A
531948,YARA,THUMB,A,"(4/16) Yara Mila Unik 17 has phosphorus, nitrogen and potassium which  help early crop establishment and vigorous growth. Reply A to continue",11/2/2017 16:23,A
531948,YARA,THUMB,A,(5/16)  Apply 30g of fertilizer to each seedling. Use a soda bottle top 3 times since 1 bottle top measures 10g.  Reply A to continue,11/2/2017 16:26,A
531948,YARA,THUMB,A,"(6/16) Why is it important to apply Yara fertilizer 4 days after transplanting tomato seedlings?
1. To wait for rain
2. The roots absorb nutrients better.",11/2/2017 16:27,2
531948,YARA,THUMB,2,"Great! Tomato roots take 4 days to harden and are able to absorb nutrients better.
Reply A to continue",11/2/2017 16:28,NA
472735,YARA,NARRATIVE,YARA,"(1/23) A healthy crop makes a wealthy farmer. Follow Sala and Eli to learn to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 16:15,A
472735,YARA,NARRATIVE,A,(2/23) Eli and Sala have 1 acre farms in Nyandarua. Last season Eli harvested small tomatoes. Sala's tomatoes were big and very red. Reply A to continue,11/2/2017 16:16,NA
252347,YARA,THUMB,YARA,"(1/16) A healthy crop makes a wealthy farmer. Continue to learn how to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 16:13,NA
651923,YARA,THUMB,2,"(1/16) A healthy crop makes a wealthy farmer. Continue to learn how to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 16:33,1
651923,YARA,THUMB,1,"(2/16) What causes tomatoes to grow big and red?
1. Using fertilizer that had special nutrients.
2. Fertile soil.",11/2/2017 19:29,1
651923,YARA,THUMB,1,"Very good. Yara fertilizer has special nutrients that makes tomatoes grow healthy, big and red.
Reply A to continue",11/2/2017 19:30,A
651923,YARA,THUMB,A,(3/16) Apply 50kgs of Yara Mila Unik 17 4 days after transplanting so the roots get used to the new soil to absorb the fertilizer well.  Reply A to continue,11/2/2017 19:30,A
651923,YARA,THUMB,A,"(4/16) Yara Mila Unik 17 has phosphorus, nitrogen and potassium which  help early crop establishment and vigorous growth. Reply A to continue",11/2/2017 19:31,NA
